iter	MAE
340	354.8778107
341	354.6700895
342	354.4770192
343	354.2824363
344	354.0950712
345	353.9072398
346	353.7249666
347	353.5370083
348	353.3697372
349	353.2039913
350	353.0478169
351	352.8428167
352	352.6680287
353	352.5013811
354	352.3162
355	352.1448931
356	351.9813205
357	351.8275977
358	351.6478196
359	351.4852718
360	351.313298
361	351.1460406
362	350.9773288
363	350.820764
364	350.6495704
365	350.4745973
366	350.3166454
367	350.167025
368	350.018076
369	349.8632188
370	349.7157518
371	349.5527079
372	349.4015573
373	349.2550781
374	349.110579
375	348.9676817
376	348.826855
377	348.681431
378	348.5670589
379	348.4182683
380	348.2768779
381	348.1383845
382	347.99049
383	347.8824238
384	347.7437879
385	347.6197346
386	347.4703328
387	347.3419076
388	347.2180136
389	347.0897476
390	346.9614335
391	346.8506773
392	346.7327259
393	346.6145313
394	346.4956224
395	346.3645718
396	346.2367726
397	346.1186493
398	346.0213837
399	345.9049426
400	345.8007414
401	345.6776984
402	345.5609968
403	345.4487258
404	345.3438194
405	345.2384104
406	345.1277134
407	345.0099715
408	344.9000709
409	344.7795924
410	344.6747275
411	344.5758526
412	344.4799264
413	344.3733243
414	344.2780265
415	344.1744308
416	344.0822459
417	343.9744438
418	343.8779751
419	343.7790716
420	343.6973402
421	343.6022304
422	343.4991274
423	343.4062606
424	343.3326032
425	343.2439758
426	343.1568137
427	343.0430861
428	342.9448702
429	342.8653434
430	342.7713603
431	342.6621543
432	342.5567604
433	342.4520573
434	342.3798386
435	342.3057324
436	342.1973506
437	342.0852231
438	342.0054104
439	341.901355
440	341.8214673
441	341.7343599
442	341.6286301
443	341.5359202
444	341.44105
445	341.3503157
446	341.2598467
447	341.161683
448	341.0921384
449	341.0032677
450	340.9160737
451	340.8061494
452	340.7177561
453	340.6271729
454	340.5329935
455	340.4513822
456	340.3777495
457	340.2880077
458	340.2023343
459	340.1318498
460	340.0539812
461	339.9708286
462	339.910372
463	339.8437512
464	339.7644557
465	339.6702604
466	339.5716337
467	339.5046462
468	339.4171268
469	339.333246
470	339.2387258
471	339.1474784
472	339.0575834
473	338.9962511
474	338.9145552
475	338.8273026
476	338.7426139
477	338.6655778
478	338.6084602
479	338.529693
480	338.4414056
481	338.3500645
482	338.2856817
483	338.2032677
484	338.1252533
485	338.042581
486	337.9649016
487	337.8911734
488	337.8058976
489	337.7353351
490	337.6404825
491	337.5705073
492	337.4882972
493	337.4133748
494	337.3286494
495	337.2478227
496	337.1672184
497	337.1032157
498	337.0382104
499	336.9649386
500	336.9132894
501	336.861104
502	336.7842155
503	336.7118214
504	336.6609599
505	336.59872
506	336.5262862
507	336.4683876
508	336.4064625
509	336.3478069
510	336.2857277
511	336.2273802
512	336.1762972
513	336.1056898
514	336.0387013
515	335.9822249
516	335.9174503
517	335.8606258
518	335.8075573
519	335.7351146
520	335.6731705
521	335.6163594
522	335.5562054
523	335.4938441
524	335.4296102
525	335.3745126
526	335.3347844
527	335.27278
528	335.2186559
529	335.1596433
530	335.0966728
531	335.0337738
532	334.978058
533	334.9202868
534	334.8749055
535	334.824467
536	334.7753156
537	334.7316446
538	334.6746176
539	334.6116303
540	334.5464793
541	334.5031532
542	334.4548868
543	334.4028708
544	334.3484415
545	334.3099878
546	334.2719031
547	334.231554
548	334.1788506
549	334.1406632
550	334.0911023
551	334.0412105
552	333.989812
553	333.9347635
554	333.8909156
555	333.8443762
556	333.7927688
557	333.7445208
558	333.6933209
559	333.6514954
560	333.6123106
561	333.572146
562	333.5342087
563	333.4921688
564	333.4408112
565	333.3993651
566	333.3583794
567	333.3112399
568	333.2581553
569	333.2180069
570	333.1816988
571	333.1444316
572	333.1093792
573	333.0766417
574	333.0331684
575	333.0037998
576	332.9701796
577	332.9315166
578	332.8928795
579	332.859771
580	332.8252571
581	332.7900065
582	332.755706
583	332.7105556
584	332.678125
585	332.6305574
586	332.5964584
587	332.5576162
588	332.5228472
589	332.4806835
590	332.4504549
591	332.4134972
592	332.3818814
593	332.3537083
594	332.3266655
595	332.3022729
596	332.2731184
597	332.2544782
598	332.2137737
599	332.1875651
600	332.1583346
601	332.1325273
602	332.1031537
603	332.0809832
604	332.0522223
605	332.0343319
606	332.0086382
607	331.9790057
608	331.9481975
609	331.9172493
610	331.8875261
611	331.8591549
612	331.8285153
613	331.7955561
614	331.7766106
615	331.7497466
616	331.7165306
617	331.6874914
618	331.6590882
619	331.6311061
620	331.6092077
621	331.5813925
622	331.5491952
623	331.5215444
624	331.5005992
625	331.4698683
626	331.4436811
627	331.4223479
628	331.3991512
629	331.3737113
630	331.35036
631	331.3161355
632	331.291774
633	331.2667433
634	331.2486129
635	331.2273611
636	331.2056151
637	331.1841686
638	331.1553445
639	331.1302156
640	331.1047408
641	331.0778689
642	331.0607674
643	331.0293864
644	331.0106473
645	330.987413
646	330.9634174
647	330.9377016
648	330.918271
649	330.8981384
650	330.8659002
651	330.8423329
652	330.8223928
653	330.80442
654	330.786482
655	330.7663021
656	330.7331771
657	330.7119359
658	330.6865647
659	330.6551873
660	330.6309939
661	330.6076832
662	330.5788533
663	330.5583034
664	330.5281347
665	330.5013566
666	330.4813359
667	330.4613634
668	330.4353633
669	330.4052812
670	330.3851244
671	330.3646641
672	330.3396922
673	330.3245241
674	330.3041233
675	330.2740953
676	330.2557604
677	330.2323263
678	330.2052637
679	330.1882998
680	330.1703163
681	330.1446173
682	330.1254804
683	330.1023321
684	330.0792842
685	330.0553919
686	330.032468
687	330.0052988
688	329.9802837
689	329.9630239
690	329.9504299
691	329.920404
692	329.9078073
693	329.8829609
694	329.8608832
695	329.8382663
696	329.8176152
697	329.7952317
698	329.7777055
699	329.7627091
700	329.7389338
701	329.7173253
702	329.7020351
703	329.6826437
704	329.6657763
705	329.6528567
706	329.6364608
707	329.6187288
708	329.59958
709	329.5739682
710	329.5530168
711	329.5300941
712	329.4937746
713	329.4706429
714	329.4561027
715	329.4382433
716	329.41136
717	329.3784858
718	329.3572598
719	329.3336859
720	329.3128735
721	329.2958139
722	329.2686216
723	329.2456254
724	329.2360416
725	329.2143406
726	329.1975658
727	329.1753351
728	329.1538266
729	329.1382773
730	329.1206176
731	329.1047745
732	329.0851748
733	329.0690573
734	329.0553226
735	329.0429209
736	329.0301385
737	329.0160338
738	328.9990626
739	328.9847474
740	328.9687459
741	328.9509981
742	328.9339055
743	328.9144483
744	328.9002204
745	328.8790224
746	328.8467919
747	328.8226244
748	328.7984268
749	328.780449
750	328.7554657
751	328.7372372
752	328.724237
753	328.7076807
754	328.6833651
755	328.6623433
756	328.6396911
757	328.6137403
758	328.5967274
759	328.5744721
760	328.5600694
761	328.5412824
762	328.5310781
763	328.5113389
764	328.4933498
765	328.4758825
766	328.4613096
767	328.4456324
768	328.4305156
769	328.4052333
770	328.3935823
771	328.378869
772	328.3598571
773	328.3490465
774	328.3298098
775	328.3143755
776	328.3009778
777	328.2842769
778	328.2717441
779	328.2518735
780	328.2292036
781	328.2133281
782	328.1939423
783	328.1857635
784	328.172987
785	328.1526397
786	328.1337872
787	328.1187946
788	328.1010063
789	328.0874292
790	328.0721876
791	328.0588331
792	328.0332944
793	328.0191243
794	327.9930649
795	327.9612708
796	327.9441038
797	327.929323
798	327.9178437
799	327.90139
800	327.8890411
801	327.8730307
802	327.8475925
803	327.838032
804	327.814998
805	327.7911014
806	327.7742888
807	327.7543603
808	327.7408291
809	327.7219785
810	327.7022885
811	327.6802937
812	327.6647754
813	327.6467836
814	327.629309
815	327.6077407
816	327.5895797
817	327.568343
818	327.5505492
819	327.5317213
820	327.5050716
821	327.4903669
822	327.46978
823	327.4519269
824	327.436375
825	327.4198112
826	327.3976586
827	327.3812409
828	327.3560073
829	327.3379802
830	327.3224032
831	327.3075444
832	327.294091
833	327.2784981
834	327.2556467
835	327.24106
836	327.2282424
837	327.2091588
838	327.1941028
839	327.1778639
840	327.159375
841	327.1404122
842	327.124521
843	327.1062222
844	327.0931599
845	327.0731219
846	327.055888
847	327.0392247
848	327.019313
849	326.9920736
850	326.9704357
851	326.9560035
852	326.9311124
853	326.9173456
854	326.8990304
855	326.8763558
856	326.8652157
857	326.8504206
858	326.8318622
859	326.8185355
860	326.7905894
861	326.7686922
862	326.7448132
863	326.7299263
864	326.7046483
865	326.6885331
866	326.6776346
867	326.6638532
868	326.6472811
869	326.6351867
870	326.6219751
871	326.6100374
872	326.5940635
873	326.5666433
874	326.5469582
875	326.5205385
876	326.499202
877	326.484464
878	326.4742741
879	326.4656778
880	326.4489848
881	326.422529
882	326.4134012
883	326.3906514
884	326.3693405
885	326.352504
886	326.3378113
887	326.3197234
888	326.3082722
889	326.2996631
890	326.291743
891	326.2764796
892	326.2578875
893	326.2430462
894	326.2120058
895	326.1936957
896	326.173804
897	326.1579257
898	326.1436496
899	326.1314085
900	326.1132732
901	326.1028095
902	326.0862506
903	326.074063
904	326.0560045
905	326.0444947
906	326.029782
907	326.0155773
908	326.006122
909	325.979269
910	325.9626845
911	325.9384965
912	325.9212225
913	325.9024568
914	325.8918634
915	325.8648528
916	325.8471915
917	325.8361534
918	325.8204287
919	325.8056109
920	325.7916231
921	325.7734216
922	325.759217
923	325.7445137
924	325.7291816
925	325.7212755
926	325.705592
927	325.6952651
928	325.6791519
929	325.6545794
930	325.6342509
931	325.6124338
932	325.6005658
933	325.588358
934	325.572552
935	325.5539795
936	325.52747
937	325.5131232
938	325.5023079
939	325.4793116
940	325.4659618
941	325.4443959
942	325.4106329
943	325.3915441
944	325.3772622
945	325.3523382
946	325.3404131
947	325.3319813
948	325.3208273
949	325.3067342
950	325.2920348
951	325.2705083
952	325.2477128
953	325.2347156
954	325.2137335
955	325.1934137
956	325.1792649
957	325.1612516
958	325.1378887
959	325.1214162
960	325.1055867
961	325.0828436
962	325.0707881
963	325.0570581
964	325.0355081
965	325.0226515
966	325.0075026
967	324.9968457
968	324.9837081
969	324.9670394
970	324.9491203
971	324.9370652
972	324.926128
973	324.9121079
974	324.8966842
975	324.8884379
976	324.8746668
977	324.8593572
978	324.8487626
979	324.8266366
980	324.814193
981	324.8037723
982	324.7892539
983	324.7775187
984	324.7640025
985	324.737624
986	324.7146802
987	324.7005153
988	324.688071
989	324.6681075
990	324.6582364
991	324.6447691
992	324.6230212
993	324.5948267
994	324.5752956
995	324.5625843
996	324.544434
997	324.5253333
998	324.5088934
999	324.5011978
